ARI,Accuracy,F1,Time(s),Best_Pairs,Algorithm,Dataset,Trial
0.818005634903832,0.9333333333333333,0.9330924662116954,3.480254888534546,"[(0, 1), (2, 3)]",OPNs-K-means(a),iris,1
0.9037141640512019,0.9666666666666667,0.9666633329999667,4.0873472690582275,"[(2, 3), (1, 3)]",OPNs-K-means(b),iris,1
